"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"TXG","10x Genomics, Inc.","88.46","$8.7B","2019","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/txg",
"YI","111, Inc.","6.83","$562.51M","2018","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/yi",
"PIH","1347 Property Insurance Holdings, Inc.","4.46","$27.06M","2014","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/pih",
"PIHPP","1347 Property Insurance Holdings, Inc.","25.3898","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/pihpp",
"TURN","180 Degree Capital Corp.","1.82","$56.64M","n/a","Finance","Finance/Investors Services","https://old.nasdaq.com/symbol/turn",
"FLWS","1-800-FLOWERS.COM, Inc.","22.59","$1.45B","1999","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/flws",
"BCOW","1895 Bancorp of Wisconsin, Inc.","9.97","$49.46M","2019","Finance","Banks","https://old.nasdaq.com/symbol/bcow",
"ONEM","1Life Healthcare, Inc.","32.55","$4.11B","2020","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/onem",
"FCCY","1st Constitution Bancorp (NJ)","13.08","$133.43M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/fccy",
"SRCE","1st Source Corporation","35.5","$906.52M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/srce",
"VNET","21Vianet Group, Inc.","14.66","$1.66B","2011","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/vnet",
"TWOU","2U, Inc.","35.28","$2.26B","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/twou",
"QFIN","360 Finance, Inc.","10","$1.47B","2018","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/qfin",
"KRKR","36Kr Holdings Inc.","5.05","$189.35M","2019","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/krkr",
"JOBS","51job, Inc.","71.5","$4.78B","2004","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/jobs",
"ETNB","89bio, Inc.","25.66","$353.95M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/etnb",
"JFK","8i Enterprises Acquisition Corp","10.169","$75.53M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/jfk",
"JFKKR","8i Enterprises Acquisition Corp","0.3","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/jfkkr",
"JFKKU","8i Enterprises Acquisition Corp","11","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/jfkku",
"JFKKW","8i Enterprises Acquisition Corp","0.405","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/jfkkw",
"EGHT","8x8 Inc","15.26","$1.58B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/eght",
"NMTR","9 Meters Biopharma, Inc.","0.5901","$56.8M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nmtr",
"JFU","9F Inc.","6.165","$1.2B","2019","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/jfu",
"AAON","AAON, Inc.","53.79","$2.8B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/aaon",
"ABEO","Abeona Therapeutics Inc.","3.13","$261.97M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/abeo",
"ABMD","ABIOMED, Inc.","249.14","$11.2B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/abmd",
"AXAS","Abraxas Petroleum Corporation","0.315","$53.05M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/axas",
"ACIU","AC Immune SA","6.86","$492.96M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/aciu",
"ACIA","Acacia Communications, Inc.","68.12","$2.85B","2016","Technology","Semiconductors","https://old.nasdaq.com/symbol/acia",
"ACTG","Acacia Research Corporation","3.97","$193.36M","n/a","Miscellaneous","Multi-Sector Companies","https://old.nasdaq.com/symbol/actg",
"ACHC","Acadia Healthcare Company, Inc.","28.02","$2.49B","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/achc",
"ACAD","ACADIA Pharmaceuticals Inc.","47.34","$7.38B","1985","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/acad",
"ACAM","Acamar Partners Acquisition Corp.","10.08","$385.02M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/acam",
"ACAMU","Acamar Partners Acquisition Corp.","10.33","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/acamu",
"ACAMW","Acamar Partners Acquisition Corp.","0.7735","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/acamw",
"ACST","Acasti Pharma, Inc.","0.7795","$70.32M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/acst",
"AXDX","Accelerate Diagnostics, Inc.","11.29","$624M","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/axdx",
"ACCP","Accelerated Pharma, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/accp",
"XLRN","Acceleron Pharma Inc.","95.54","$5.14B","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/xlrn",
"ARAY","Accuray Incorporated","2.26","$204.46M","2007","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/aray",
"ACRX","AcelRx Pharmaceuticals, Inc.","1.43","$115.49M","2011","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/acrx",
"ACER","Acer Therapeutics Inc.","3.55","$36.38M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/acer",
"ACHV","Achieve Life Sciences, Inc. ","0.437","$16.39M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/achv",
"ACIW","ACI Worldwide, Inc.","27.76","$3.22B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/aciw",
"ACRS","Aclaris Therapeutics, Inc.","1.48","$61.96M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/acrs",
"ACMR","ACM Research, Inc.","59.33","$1.08B","2017","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/acmr",
"ACNB","ACNB Corporation","26.09","$226.2M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/acnb",
"ACOR","Acorda Therapeutics, Inc.","0.8481","$40.7M","2006","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/acor",
"ACTT","Act II Global Acquisition Corp.","10.39","$389.63M","2019","Consumer Non-Durables","Specialty Foods","https://old.nasdaq.com/symbol/actt",
"ACTTU","Act II Global Acquisition Corp.","10.55","n/a","2019","Consumer Non-Durables","Specialty Foods","https://old.nasdaq.com/symbol/acttu",
"ACTTW","Act II Global Acquisition Corp.","1.8","n/a","2019","Consumer Non-Durables","Specialty Foods","https://old.nasdaq.com/symbol/acttw",
"ATVI","Activision Blizzard, Inc","73","$56.25B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/atvi",
"ADMS","Adamas Pharmaceuticals, Inc.","2.93","$82.5M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/adms",
"ADMP","Adamis Pharmaceuticals Corporation","0.6166","$45.46M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/admp",
"AHCO","AdaptHealth Corp. ","16.67","$1.23B","2018","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/ahco",
"ADAP","Adaptimmune Therapeutics plc","10.51","$1.62B","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/adap",
"ADPT","Adaptive Biotechnologies Corporation","43.65","$5.54B","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/adpt",
"ADXN","Addex Therapeutics Ltd","7.28","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/adxn",
"ADUS","Addus HomeCare Corporation","96.14","$1.5B","2009","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/adus",
"AEY","ADDvantage Technologies Group, Inc.","3.13","$32.78M","n/a","Consumer Services","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/aey",
"IOTS","Adesto Technologies Corporation","12","$371.55M","2015","Technology","Semiconductors","https://old.nasdaq.com/symbol/iots",
"ADIL","Adial Pharmaceuticals, Inc","1.52","$16.16M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/adil",
"ADILW","Adial Pharmaceuticals, Inc","0.44","n/a","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/adilw",
"ADMA","ADMA Biologics Inc","3.09","$266.81M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/adma",
"ADBE","Adobe Inc.","411.67","$198.34B","1986","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/adbe",
"ADTN","ADTRAN, Inc.","11.13","$533.77M","1994","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/adtn",
"ADRO","Aduro Biotech, Inc.","2.23","$180.37M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/adro",
"ADES","Advanced Emissions Solutions, Inc.","5.11","$94.5M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/ades",
"AEIS","Advanced Energy Industries, Inc.","67.42","$2.58B","1995","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/aeis",
"AMD","Advanced Micro Devices, Inc.","54.46","$63.78B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/amd",
"ADXS","Advaxis, Inc.","0.65","$40.04M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/adxs",
"ADVM","Adverum Biotechnologies, Inc.","24.33","$1.95B","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/advm",
"DWEQ","AdvisorShares Dorsey Wright Alpha Equal Weight ETF","19.89","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dweq",
"DWAW","AdvisorShares Dorsey Wright FSM All Cap World ETF","27.6351","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dwaw",
"DWUS","AdvisorShares Dorsey Wright FSM US Core ETF","26.9","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dwus",
"DWMC","AdvisorShares Dorsey Wright Micro-Cap ETF","20.4695","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dwmc",
"DWSH","AdvisorShares Dorsey Wright Short ETF","17.83","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dwsh",
"ACT","AdvisorShares Vice ETF","23.143","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/act",
"AEGN","Aegion Corp","15.78","$484.19M","n/a","Basic Industries","Water Supply","https://old.nasdaq.com/symbol/aegn",
"AGLE","Aeglea BioTherapeutics, Inc.","9.26","$412.94M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/agle",
"AEHR","Aehr Test Systems","2.08","$47.87M","1997","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/aehr",
"AMTX","Aemetis, Inc","0.795","$16.44M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/amtx",
"AERI","Aerie Pharmaceuticals, Inc.","15.02","$697.95M","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/aeri",
"AVAV","AeroVironment, Inc.","71.24","$1.71B","2007","Capital Goods","Aerospace","https://old.nasdaq.com/symbol/avav",
"ARPO","Aerpio Pharmaceuticals, Inc.","1.32","$53.58M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/arpo",
"AIH","Aesthetic Medical International Holdings Group Ltd.","6.35","$149.94M","2019","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/aih",
"AEZS","AEterna Zentaris Inc.","0.96","$22.61M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/aezs",
"AEMD","Aethlon Medical, Inc.","1.38","$12.92M","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/aemd",
"AFMD","Affimed N.V.","3.55","$270.69M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/afmd",
"AFYA","Afya Limited","22.92","$2.13B","2019","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/afya",
"AGBA","AGBA Acquisition Limited","10.25","$61.24M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/agba",
"AGBAR","AGBA Acquisition Limited","0.2","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/agbar",
"AGBAU","AGBA Acquisition Limited","10.22","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/agbau",
"AGBAW","AGBA Acquisition Limited","0.23","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/agbaw",
"AGEN","Agenus Inc.","3.56","$604.41M","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/agen",
"AGRX","Agile Therapeutics, Inc.","2.84","$247.69M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/agrx",
"AGYS","Agilysys, Inc.","21.62","$505.93M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/agys",
"AGIO","Agios Pharmaceuticals, Inc.","48.48","$3.34B","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/agio",
"AGMH","AGM Group Holdings Inc.","25.18","$727.48M","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/agmh",
"AGNC","AGNC Investment Corp.","13.47","$7.53B","2008","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/agnc",
"AGNCM","AGNC Investment Corp.","22.72","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/agncm",
"AGNCN","AGNC Investment Corp.","23.15","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/agncn",
"AGNCO","AGNC Investment Corp.","22.63","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/agnco",
"AGNCP","AGNC Investment Corp.","21.5","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/agncp",
"AGFS","AgroFresh Solutions, Inc.","3.42","$174.66M","2014","Finance","Business Services","https://old.nasdaq.com/symbol/agfs",
"AGFSW","AgroFresh Solutions, Inc.","0.02","n/a","2014","Finance","Business Services","https://old.nasdaq.com/symbol/agfsw",
"AIKI","AIkido Pharma Inc.","0.83","$28.98M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/aiki",
"ALRN","Aileron Therapeutics, Inc.","1.2","$45.81M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alrn",
"AIMT","Aimmune Therapeutics, Inc.","18.46","$1.2B","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/aimt",
"AIRT","Air T, Inc.","14.5411","$42.35M","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/airt",
"AIRTP","Air T, Inc.","22.3001","n/a","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/airtp",
"AIRTW","Air T, Inc.","0.1065","n/a","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/airtw",
"ATSG","Air Transport Services Group, Inc","21.58","$1.29B","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/atsg",
"AIRG","Airgain, Inc.","10.23","$99.2M","2016","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/airg",
"ANTE","AirNet Technology Inc.","0.93","$11.69M","n/a","Technology","Advertising","https://old.nasdaq.com/symbol/ante",
"AKAM","Akamai Technologies, Inc.","100.04","$16.23B","1999","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/akam",
"AKTX","Akari Therapeutics Plc","2.1559","$61.94M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/aktx",
"AKCA","Akcea Therapeutics, Inc.","13.78","$1.4B","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/akca",
"AKBA","Akebia Therapeutics, Inc.","12.3","$1.76B","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/akba",
"KERN","Akerna Corp.","10.74","$142.4M","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/kern",
"KERNW","Akerna Corp.","1.335","n/a","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/kernw",
"AKRO","Akero Therapeutics, Inc.","24.84","$712.25M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/akro",
"AKER","Akers Biosciences Inc.","3.34","$20.45M","2014","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/aker",
"AKTS","Akoustis Technologies, Inc.","7.99","$291.39M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/akts",
"ALRM","Alarm.com Holdings, Inc.","61.04","$2.98B","2015","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/alrm",
"ALSK","Alaska Communications Systems Group, Inc.","2.51","$134.44M","1999","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/alsk",
"ALAC","Alberton Acquisition Corporation","10.7339","$157.68M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/alac",
"ALACR","Alberton Acquisition Corporation","0.1705","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/alacr",
"ALACU","Alberton Acquisition Corporation","11","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/alacu",
"ALACW","Alberton Acquisition Corporation","0.19","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/alacw",
"ALBO","Albireo Pharma, Inc.","26.06","$390.37M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/albo",
"ALDX","Aldeyra Therapeutics, Inc.","4.81","$143.3M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/aldx",
"ALEC","Alector, Inc.","30.245","$2.39B","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/alec",
"ALRS","Alerus Financial Corporation","20.55","$351.52M","2019","Finance","Major Banks","https://old.nasdaq.com/symbol/alrs",
"ALXN","Alexion Pharmaceuticals, Inc.","113.4","$25.04B","1996","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alxn",
"ALCO","Alico, Inc.","33.25","$248.91M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/alco",
"ALIT","Alight Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alit",
"ALGN","Align Technology, Inc.","264.79","$20.86B","2001","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/algn",
"ALIM","Alimera Sciences, Inc.","5.18","$26.06M","2010","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alim",
"ALYA","Alithya Group inc.","1.9","$109.15M","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/alya",
"ALJJ","ALJ Regional Holdings, Inc.","0.6194","$26.12M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/aljj",
"ALKS","Alkermes plc","17.18","$2.73B","1991","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alks",
"ALLK","Allakos Inc.","75.91","$3.7B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/allk",
"ABTX","Allegiance Bancshares, Inc.","26.49","$540.47M","2015","Finance","Major Banks","https://old.nasdaq.com/symbol/abtx",
"ALGT","Allegiant Travel Company","115.34","$1.87B","2006","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/algt",
"ALNA","Allena Pharmaceuticals, Inc.","1.65","$53.13M","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/alna",
"ARLP","Alliance Resource Partners, L.P.","3.8","$483.34M","1999","Energy","Coal Mining","https://old.nasdaq.com/symbol/arlp",
"LNT","Alliant Energy Corporation","49","$12.23B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/lnt",
"AESE","Allied Esports Entertainment, Inc.","2.22","$60.67M","2017","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/aese",
"AHPI","Allied Healthcare Products, Inc.","8.65","$34.72M","1992","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/ahpi",
"AMOT","Allied Motion Technologies, Inc.","35.64","$346.94M","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/amot",
"ALLO","Allogene Therapeutics, Inc.","42.05","$5.84B","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/allo",
"ALLT","Allot Ltd.","10.46","$362.97M","2006","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/allt",
"MDRX","Allscripts Healthcare Solutions, Inc.","6.88","$1.12B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/mdrx",
"ALNY","Alnylam Pharmaceuticals, Inc.","132.26","$15.19B","2004","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alny",
"AOSL","Alpha and Omega Semiconductor Limited","11.58","$290.4M","2010","Technology","Semiconductors","https://old.nasdaq.com/symbol/aosl",
"GOOG","Alphabet Inc.","1442.72","$984.83B","2004","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/goog",
"GOOGL","Alphabet Inc.","1446.47","$987.39B","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/googl",
"SMCP","AlphaMark Actively Managed Small Cap ETF","20.6625","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/smcp",
"ATEC","Alphatec Holdings, Inc.","5.02","$318.43M","2006","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/atec",
"ALPN","Alpine Immune Sciences, Inc.","4.17","$77.51M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alpn",
"ALTR","Altair Engineering Inc.","38.2","$2.78B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/altr",
"ATHE","Alterity Therapeutics Limited","0.5934","$8.63M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/athe",
"ALT","Altimmune, Inc.","7.75","$155.87M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alt",
"ASPS","Altisource Portfolio Solutions S.A.","12.81","$199.46M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/asps",
"AIMC","Altra Industrial Motion Corp.","32.02","$2.07B","2006","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/aimc",
"ALTM","Altus Midstream Company","0.7846","$254.94M","2017","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/altm",
"AMAG","AMAG Pharmaceuticals, Inc.","6.93","$237.51M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/amag",
"AMAL","Amalgamated Bank","11.79","$365.49M","2018","Consumer Non-Durables","Textiles","https://old.nasdaq.com/symbol/amal",
"AMRN","Amarin Corporation plc","6.89","$2.66B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/amrn",
"AMRK","A-Mark Precious Metals, Inc.","17.45","$122.7M","n/a","Basic Industries","Other Specialty Stores","https://old.nasdaq.com/symbol/amrk",
"AMZN","Amazon.com, Inc.","2615.27","$1304.43B","1997","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/amzn",
"AMBC","Ambac Financial Group, Inc.","15.39","$704.54M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/ambc",
"AMBA","Ambarella, Inc.","51.71","$1.78B","2012","Technology","Semiconductors","https://old.nasdaq.com/symbol/amba",
"AMCX","AMC Networks Inc.","27.76","$1.44B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/amcx",
"AMCI","AMCI Acquisition Corp.","10.23","$281.99M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/amci",
"AMCIU","AMCI Acquisition Corp.","10.55","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/amciu",
"AMCIW","AMCI Acquisition Corp.","0.37","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/amciw",
"DOX","Amdocs Limited","63.19","$8.44B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/dox",
"AMED","Amedisys Inc","179.16","$5.8B","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/amed",
"AMTB","Amerant Bancorp Inc.","15.8","$666.22M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/amtb",
"AMTBB","Amerant Bancorp Inc.","11.94","$503.46M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/amtbb",
"UHAL","Amerco","313.13","$6.14B","n/a","Consumer Services","Rental/Leasing Companies","https://old.nasdaq.com/symbol/uhal",
"AMRH","Ameri Holdings, Inc.","1.75","$7.94M","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/amrh",
"AMRHW","Ameri Holdings, Inc.","0.06","n/a","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/amrhw",
"ATAX","America First Multifamily Investors, L.P.","4.53","$274.27M","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/atax",
"AMOV","America Movil, S.A.B. de C.V.","13.51","$58.47B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/amov",
"AAL","American Airlines Group, Inc.","17.03","$7.2B","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/aal",
"AFIN","American Finance Trust, Inc.","8.88","$963.73M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/afin",
"AFINP","American Finance Trust, Inc.","22.55","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/afinp",
"AMNB","American National Bankshares, Inc.","24.92","$273.06M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/amnb",
"ANAT","American National Insurance Company","76.91","$2.07B","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/anat",
"APEI","American Public Education, Inc.","29.18","$431.32M","2007","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/apei",
"AREC","American Resources Corporation","1.24","$32.28M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/arec",
"AMRB","American River Bankshares","10.01","$59.24M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/amrb",
"AMSWA","American Software, Inc.","19.68","$633.5M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/amswa",
"AMSC","American Superconductor Corporation","7.84","$177.47M","1991","Consumer Durables","Metal Fabrications","https://old.nasdaq.com/symbol/amsc",
"AVCT","American Virtual Cloud Technologies, Inc. ","4","$78.54M","2017","Finance","Business Services","https://old.nasdaq.com/symbol/avct",
"AVCTW","American Virtual Cloud Technologies, Inc. ","0.36","n/a","2017","Finance","Business Services","https://old.nasdaq.com/symbol/avctw",
"AMWD","American Woodmark Corporation","74.38","$1.26B","1986","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/amwd",
