"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"DDD","3D Systems Corporation","7.59","$902.29M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ddd",
"MMM","3M Company","159.67","$91.84B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/mmm",
"WBAI","500.com Limited","4.13","$177.59M","2013","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/wbai",
"WUBA","58.com Inc.","54.38","$8.15B","2013","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/wuba",
"EGHT","8x8 Inc","15.26","$1.58B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/eght",
"AHC","A.H. Belo Corporation","1.81","$38.75M","n/a","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/ahc",
"AOS","A.O Smith Corporation","47.88","$7.72B","n/a","Consumer Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/aos",
"ATEN","A10 Networks, Inc.","7.08","$543.65M","2014","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/aten",
"AIR","AAR Corp.","24.13","$846.98M","n/a","Capital Goods","Aerospace","https://old.nasdaq.com/symbol/air",
"AAN","Aaron&#39;s,  Inc.","45.5","$3.07B","n/a","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/aan",
"ABB","ABB Ltd","21.24","$45.32B","n/a","Consumer Durables","Electrical Products","https://old.nasdaq.com/symbol/abb",
"ABT","Abbott Laboratories","89.74","$158.74B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/abt",
"ABBV","AbbVie Inc.","96.06","$169.29B","2012","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/abbv",
"ANF","Abercrombie & Fitch Company","12.32","$768.47M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/anf",
"AGD","Aberdeen Global Dynamic Dividend Fund","9.1","$114.2M","2006","n/a","n/a","https://old.nasdaq.com/symbol/agd",
"AWP","Aberdeen Global Premier Properties Fund","4.87","$415.94M","2007","n/a","n/a","https://old.nasdaq.com/symbol/awp",
"ACP","Aberdeen Income Credit Strategies Fund","9.1","$158.63M","2011","n/a","n/a","https://old.nasdaq.com/symbol/acp",
"JEQ","Aberdeen Japan Equity Fund, Inc. ","7.6","$101.9M","1992","n/a","n/a","https://old.nasdaq.com/symbol/jeq",
"AOD","Aberdeen Total Dynamic Dividend Fund","7.8","$822.36M","2007","n/a","n/a","https://old.nasdaq.com/symbol/aod",
"ABM","ABM Industries Incorporated","34.12","$2.27B","n/a","Finance","Diversified Commercial Services","https://old.nasdaq.com/symbol/abm",
"AKR","Acadia Realty Trust","14.85","$1.28B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/akr",
"ACEL","Accel Entertainment, Inc.","10.06","$787.26M","2017","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/acel",
"ACEL.WS","Accel Entertainment, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/acel.ws",
"ACN","Accenture plc","204.4","$130.33B","2001","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/acn",
"ACCO","Acco Brands Corporation","6.94","$655.57M","n/a","Consumer Durables","Publishing","https://old.nasdaq.com/symbol/acco",
"ATV","Acorn International, Inc.","14.7","$37.94M","2007","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/atv",
"AYI","Acuity Brands, Inc. ","96.08","$3.81B","n/a","Consumer Durables","Building Products","https://old.nasdaq.com/symbol/ayi",
"GOLF","Acushnet Holdings Corp.","34.31","$2.55B","2016","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/golf",
"ADX","Adams Diversified Equity Fund, Inc.","14.98","$1.63B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/adx",
"PEO","Adams Natural Resources Fund, Inc.","11.77","$351.43M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/peo",
"ADCT","ADC Therapeutics SA","39.64","$2.8B","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/adct",
"AGRO","Adecoagro S.A.","4.86","$567.62M","2011","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/agro",
"ADNT","Adient plc","18.06","$1.7B","2016","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/adnt",
"ADT","ADT Inc.","8.45","$6.51B","2018","Consumer Services","Diversified Commercial Services","https://old.nasdaq.com/symbol/adt",
"ATGE","Adtalem Global Education Inc.","33.1","$1.71B","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/atge",
"AAP","Advance Auto Parts Inc","142.66","$9.86B","n/a","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/aap",
"ADSW","Advanced Disposal Services, Inc.","31.95","$2.88B","2016","Public Utilities","Environmental Services","https://old.nasdaq.com/symbol/adsw",
"WMS","Advanced Drainage Systems, Inc.","49.38","$3.44B","2014","Capital Goods","Containers/Packaging","https://old.nasdaq.com/symbol/wms",
"ASIX","AdvanSix Inc.","12.98","$363.5M","2016","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/asix",
"AVK","Advent Convertible and Income Fund","13.11","$452.63M","2003","n/a","n/a","https://old.nasdaq.com/symbol/avk",
"ACM","AECOM","40.81","$6.53B","2007","Consumer Services","Military/Government/Technical","https://old.nasdaq.com/symbol/acm",
"AEFC","Aegon Funding Company LLC","23.49","n/a","2019","Finance","Life Insurance","https://old.nasdaq.com/symbol/aefc",
"AEB","Aegon NV","23.34","n/a","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/aeb",
"AEG","Aegon NV","3.03","$6.22B","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/aeg",
"AER","Aercap Holdings N.V.","35.37","$4.59B","2006","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/aer",
"AJRD","Aerojet Rocketdyne Holdings, Inc. ","41.99","$3.3B","n/a","Capital Goods","Military/Government/Technical","https://old.nasdaq.com/symbol/ajrd",
"AMG","Affiliated Managers Group, Inc.","74.59","$3.52B","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/amg",
"MGR","Affiliated Managers Group, Inc.","26.4","n/a","2019","Finance","Investment Managers","https://old.nasdaq.com/symbol/mgr",
"AFL","Aflac Incorporated","37.35","$26.8B","n/a","Finance","Accident &Health Insurance","https://old.nasdaq.com/symbol/afl",
"MITT","AG Mortgage Investment Trust, Inc.","5.29","$173.64M","2011","n/a","n/a","https://old.nasdaq.com/symbol/mitt",
"MITT^A","AG Mortgage Investment Trust, Inc.","15.35","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mitt^a",
"MITT^B","AG Mortgage Investment Trust, Inc.","15.18","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mitt^b",
"MITT^C","AG Mortgage Investment Trust, Inc.","15.09","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mitt^c",
"AGCO","AGCO Corporation","56.29","$4.21B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/agco",
"A","Agilent Technologies, Inc.","87.44","$27B","1999","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/a",
"AEM","Agnico Eagle Mines Limited","58.95","$14.17B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/aem",
"ADC","Agree Realty Corporation","69.99","$3.77B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/adc",
"AL","Air Lease Corporation","32.65","$3.71B","2011","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/al",
"AL^A","Air Lease Corporation","22.99","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/al^a",
"APD","Air Products and Chemicals, Inc.","238.04","$52.57B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/apd",
"ALP^Q","Alabama Power Company","27.18","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alp^q",
"ALG","Alamo Group, Inc.","103.92","$1.23B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/alg",
"AGI","Alamos Gold Inc.","7.65","$2.99B","2015","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/agi",
"ALK","Alaska Air Group, Inc.","38.21","$4.68B","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/alk",
"AIN","Albany International Corporation","61.94","$2B","n/a","Basic Industries","Textiles","https://old.nasdaq.com/symbol/ain",
"ALB","Albemarle Corporation","79.23","$8.42B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/alb",
"AA","Alcoa Corporation","11.55","$2.15B","2016","Basic Industries","Aluminum","https://old.nasdaq.com/symbol/aa",
"ALC","Alcon Inc.","59.79","$29.19B","2019","Health Care","Ophthalmic Goods","https://old.nasdaq.com/symbol/alc",
"ALEX","Alexander & Baldwin, Inc.","13.42","$970.35M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/alex",
"ALX","Alexander&#39;s, Inc.","264.38","$1.35B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/alx",
"ARE","Alexandria Real Estate Equities, Inc.","169.18","$21.35B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/are",
"AQN","Algonquin Power & Utilities Corp.","14.01","$7.39B","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/aqn",
"AQNA","Algonquin Power & Utilities Corp.","27.35","n/a","2018","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/aqna",
"AQNB","Algonquin Power & Utilities Corp.","26.62","n/a","2019","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/aqnb",
"BABA","Alibaba Group Holding Limited","222.62","$597.23B","2014","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/baba",
"Y","Alleghany Corporation","506.28","$7.24B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/y",
"ATI","Allegheny Technologies Incorporated","10.72","$1.36B","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/ati",
"ALLE","Allegion plc","104.53","$9.64B","2013","Consumer Services","Diversified Commercial Services","https://old.nasdaq.com/symbol/alle",
"ALE","Allete, Inc.","57.95","$3B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/ale",
"ADS","Alliance Data Systems Corporation","53.08","$2.53B","2001","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ads",
"AFB","Alliance National Municipal Income Fund Inc","13.29","$382.02M","2002","n/a","n/a","https://old.nasdaq.com/symbol/afb",
"AWF","Alliance World Dollar Government Fund II","10.35","$892.48M","1993","n/a","n/a","https://old.nasdaq.com/symbol/awf",
"AB","AllianceBernstein Holding L.P.","26.65","$2.6B","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/ab",
"AIO","AllianzGI Artificial Intelligence & Tech Opp Fd","19.57","$671.7M","2019","n/a","n/a","https://old.nasdaq.com/symbol/aio",
"CBH","AllianzGI Convertible & Income 2024 Target Term Fund","8.7942","$160.56M","2017","n/a","n/a","https://old.nasdaq.com/symbol/cbh",
"NCV","AllianzGI Convertible & Income Fund","4.44","$401.26M","2003","n/a","n/a","https://old.nasdaq.com/symbol/ncv",
"NCV^A","AllianzGI Convertible & Income Fund","25.55","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ncv^a",
"NCZ","AllianzGI Convertible & Income Fund II","3.89","$296.09M","2003","n/a","n/a","https://old.nasdaq.com/symbol/ncz",
"NCZ^A","AllianzGI Convertible & Income Fund II","25.2748","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ncz^a",
"ACV","AllianzGI Diversified Income & Convertible Fund","22.92","$237.31M","2015","n/a","n/a","https://old.nasdaq.com/symbol/acv",
"NFJ","AllianzGI Dividend, Interest & Premium Strategy Fu","11.24","$1.07B","2005","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/nfj",
"NIE","AllianzGI Equity & Convertible Income Fund","22.22","$615.69M","2007","n/a","n/a","https://old.nasdaq.com/symbol/nie",
"ALSN","Allison Transmission Holdings, Inc.","37.73","$4.27B","2012","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/alsn",
"ALL","Allstate Corporation (The)","99.12","$31.14B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/all",
"ALL^B","Allstate Corporation (The)","26.29","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/all^b",
"ALL^G","Allstate Corporation (The)","27.01","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/all^g",
"ALL^H","Allstate Corporation (The)","25.74","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/all^h",
"ALL^I","Allstate Corporation (The)","25.435","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/all^i",
"ALLY","Ally Financial Inc.","20.98","$7.83B","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/ally",
"ALLY^A","Ally Financial Inc.","22.95","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ally^a",
"PINE","Alpine Income Property Trust, Inc.","16.76","$124.9M","2019","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/pine",
"ALTG","Alta Equipment Group Inc.","8.37","$247.01M","2019","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/altg",
"ALTG.WS","Alta Equipment Group Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/altg.ws",
"ALIN^A","Altera Infrastructure L.P.","15.35","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alin^a",
"ALIN^B","Altera Infrastructure L.P.","17.29","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alin^b",
"ALIN^E","Altera Infrastructure L.P.","17.6001","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alin^e",
"AYX","Alteryx, Inc.","145.69","$9.61B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ayx",
"ATUS","Altice USA, Inc.","25.14","$14.92B","2017","Consumer Services","Television Services","https://old.nasdaq.com/symbol/atus",
"MO","Altria Group","41.09","$76.36B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/mo",
"ACH","Aluminum Corporation of China Limited","4.91","$3.34B","2001","Basic Industries","Aluminum","https://old.nasdaq.com/symbol/ach",
"ALUS","Alussa Energy Acquisition Corp.","9.82","$352.91M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/alus",
"ALUS.U","Alussa Energy Acquisition Corp.","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/alus.u",
"ALUS.WS","Alussa Energy Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alus.ws",
"AMBC","Ambac Financial Group, Inc.","15.39","$704.54M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/ambc",
"AMBC.WS","Ambac Financial Group, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ambc.ws",
"ABEV","Ambev S.A.","2.56","$40.28B","2013","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/abev",
"AMC","AMC Entertainment Holdings, Inc.","5.56","$580.02M","2013","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/amc",
"AMCR","Amcor plc","10.26","$16.15B","2019","Consumer Durables","Miscellaneous manufacturing industries","https://old.nasdaq.com/symbol/amcr",
"AEE","Ameren Corporation","72.55","$17.91B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/aee",
"AMRC","Ameresco, Inc.","22.54","$1.07B","2010","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/amrc",
"AMOV","America Movil, S.A.B. de C.V.","13.51","$58.47B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/amov",
"AMX","America Movil, S.A.B. de C.V.","13.64","$59.03B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/amx",
"AAT","American Assets Trust, Inc.","31.2","$1.87B","2011","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/aat",
"AXL","American Axle & Manufacturing Holdings, Inc.","7.76","$877.55M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/axl",
"ACC","American Campus Communities Inc","37.79","$5.2B","2004","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/acc",
"AEO","American Eagle Outfitters, Inc.","12.42","$2.06B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/aeo",
"AEP","American Electric Power Company, Inc.","81.6","$40.44B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/aep",
"AEP^B","American Electric Power Company, Inc.","49.437","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aep^b",
"AEL","American Equity Investment Life Holding Company","23.94","$2.19B","2003","Finance","Life Insurance","https://old.nasdaq.com/symbol/ael",
"AEL^A","American Equity Investment Life Holding Company","22.03","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ael^a",
"AXP","American Express Company","105.62","$85.02B","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/axp",
"AFG","American Financial Group, Inc.","65.5","$5.88B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/afg",
"AFGB","American Financial Group, Inc.","26.4421","n/a","2019","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/afgb",
"AFGC","American Financial Group, Inc.","24.94","$24.89M","2019","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/afgc",
"AFGD","American Financial Group, Inc.","25.84","n/a","2020","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/afgd",
"AFGH","American Financial Group, Inc.","25.25","n/a","2015","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/afgh",
"AMH","American Homes 4 Rent","27.93","$8.41B","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/amh",
"AMH^D","American Homes 4 Rent","25.54","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/amh^d",
"AMH^E","American Homes 4 Rent","25.35","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/amh^e",
"AMH^F","American Homes 4 Rent","25.33","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/amh^f",
"AMH^G","American Homes 4 Rent","25.14","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/amh^g",
"AMH^H","American Homes 4 Rent","25.67","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/amh^h",
"AIG","American International Group, Inc.","33.29","$28.67B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/aig",
"AIG.WS","American International Group, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aig.ws",
"AIG^A","American International Group, Inc.","25.72","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aig^a",
"ARL","American Realty Investors, Inc.","8.96","$143.33M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/arl",
"ARA","American Renal Associates Holdings, Inc","6.28","$211.88M","2016","Health Care","Misc Health and Biotechnology Services","https://old.nasdaq.com/symbol/ara",
"AWR","American States Water Company","78.38","$2.89B","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/awr",
"AMT","American Tower Corporation (REIT)","264.78","$117.38B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/amt",
"AVD","American Vanguard Corporation","12.79","$385.79M","n/a","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/avd",
"AWK","American Water Works","129.66","$23.47B","2008","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/awk",
"COLD","Americold Realty Trust","36.28","$7.27B","2018","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cold",
"AMP","AMERIPRISE FINANCIAL SERVICES, INC.","153.51","$18.78B","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/amp",
"ABC","AmerisourceBergen Corporation (Holding Co)","99.11","$20.16B","n/a","Health Care","Other Pharmaceuticals","https://old.nasdaq.com/symbol/abc",
"RYCE","Amira Nature Foods Ltd","11.12","$22.44M","2012","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/ryce",
"AMN","AMN Healthcare Services Inc","46.59","$2.19B","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/amn",
"AMRX","Amneal Pharmaceuticals, Inc.","4.74","$1.42B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/amrx",
"AP","Ampco-Pittsburgh Corporation","3.47","$43.93M","n/a","Capital Goods","Fluid Controls","https://old.nasdaq.com/symbol/ap",
"APH","Amphenol Corporation","98.57","$29.17B","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/aph",
"AXR","AMREP Corporation","4.54","$36.94M","n/a","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/axr",
"HKIB","AMTD International Inc.","6.5","$1.6B","2019","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/hkib",
"AME","AMTEK, Inc.","90.74","$20.82B","n/a","Consumer Durables","Metal Fabrications","https://old.nasdaq.com/symbol/ame",
"PLAN","Anaplan, Inc.","46.39","$6.38B","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/plan",
"FINS","Angel Oak Financial Strategies Income Term Trust","16.66","$191.92M","2019","n/a","n/a","https://old.nasdaq.com/symbol/fins",
"AU","AngloGold Ashanti Limited","24.03","$10.01B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/au",
"BUD","Anheuser-Busch Inbev SA","52.21","$102.3B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/bud",
"AXE","Anixter International Inc.","97.99","$3.33B","n/a","Consumer Non-Durables","Telecommunications Equipment","https://old.nasdaq.com/symbol/axe",
"NLY","Annaly Capital Management Inc","7.05","$10.08B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nly",
"NLY^D","Annaly Capital Management Inc","24.48","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nly^d",
"NLY^F","Annaly Capital Management Inc","21.7","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nly^f",
"NLY^G","Annaly Capital Management Inc","20.68","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nly^g",
"NLY^I","Annaly Capital Management Inc","21.95","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nly^i",
"AM","Antero Midstream Corporation","5.95","$2.84B","2017","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/am",
"AR","Antero Resources Corporation","3.86","$1.04B","2013","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/ar",
"ANTM","Anthem, Inc.","267.43","$67.42B","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/antm",
"ANH","Anworth Mortgage Asset  Corporation","1.85","$183.04M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/anh",
"ANH^A","Anworth Mortgage Asset  Corporation","23.4076","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/anh^a",
"ANH^B","Anworth Mortgage Asset  Corporation","18.4","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/anh^b",
"ANH^C","Anworth Mortgage Asset  Corporation","21.05","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/anh^c",
"AON","Aon plc","186.12","$43.01B","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/aon",
"AIV","Apartment Investment and Management Company","40.51","$6.03B","1994","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/aiv",
"APG","APi Group Corporation","13.61","$2.31B","2020","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/apg",
"ARI","Apollo Commercial Real Estate Finance","10.15","$1.56B","2009","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ari",
"APO","Apollo Global Management, Inc","52.97","$12.12B","2011","Finance","Investment Managers","https://old.nasdaq.com/symbol/apo",
"APO^A","Apollo Global Management, Inc","26.21","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/apo^a",
"APO^B","Apollo Global Management, Inc","25.98","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/apo^b",
"AFT","Apollo Senior Floating Rate Fund Inc.","12.43","$193.57M","2011","n/a","n/a","https://old.nasdaq.com/symbol/aft",
"AIF","Apollo Tactical Income Fund Inc.","12.43","$179.79M","2013","n/a","n/a","https://old.nasdaq.com/symbol/aif",
"APLE","Apple Hospitality REIT, Inc.","11.5","$2.57B","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/aple",
"AIT","Applied Industrial Technologies, Inc.","62.89","$2.43B","n/a","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/ait",
"ATR","AptarGroup, Inc.","107.39","$6.89B","n/a","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/atr",
"APTV","Aptiv PLC","76.15","$20.56B","2011","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/aptv",
"APTV^A","Aptiv PLC","100.1","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aptv^a",
"ARMK","Aramark","25.9","$6.54B","2013","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/armk",
"ABR","Arbor Realty Trust","9.78","$1.08B","2004","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/abr",
"ABR^A","Arbor Realty Trust","25.05","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/abr^a",
"ABR^B","Arbor Realty Trust","23.38","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/abr^b",
"ABR^C","Arbor Realty Trust","24.9042","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/abr^c",
"ARC","ARC Document Solutions, Inc.","1.02","$44.34M","2004","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/arc",
"MT","ArcelorMittal","11.26","$12.31B","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/mt",
"MTCN","ArcelorMittal","29.48","n/a","2020","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/mtcn",
"ARCH","Arch Resources, Inc.","34.61","$524.09M","2016","Energy","Coal Mining","https://old.nasdaq.com/symbol/arch",
"ADM","Archer-Daniels-Midland Company","40.75","$22.64B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/adm",
"AROC","Archrock, Inc.","6.29","$961.9M","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/aroc",
"ARNC","Arconic Corporation","16.61","$1.81B","2020","n/a","n/a","https://old.nasdaq.com/symbol/arnc",
"ARCO","Arcos Dorados Holdings Inc.","4.19","$855.05M","2011","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/arco",
"ACA","Arcosa, Inc.","43.28","$2.09B","2018","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/aca",
"RCUS","Arcus Biosciences, Inc.","28.86","$1.33B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rcus",
"ARD","Ardagh Group S.A.","13.07","$3.09B","2017","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/ard",
